Season,Division,Championship,Phase,Day,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,
2025/2026,A2,Regular_Season,1st,6,540,22/11/2025 ,18:00 ,261 ,€ 542 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,2,3,8,6,16,15,20,21,26,24,5,8,16,14,18,21,27,25,2,8,12,16,15,21,23,25,6,8,16,15,21,19,24,26,4,5,0,0,0,0,12,15,81,26,16,112,16,6,98,3,0.43,0.2,146,9,22,68,0.47,-,7,,,,,
2025/2026,A2,Regular_Season,1st,6,541,23/11/2025 ,19:00 ,560 ,€ 3.887 ,C,Essence Hotels Fano ,Fano,0,3,7,8,15,16,20,21,21,25,1,8,5,16,9,21,13,25,7,8,12,16,17,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,13,-3,54,11,6,66,7,0.35,0.21,80,9,7,30,0.38,-,4,,,,,
2025/2026,A2,Regular_Season,1st,6,541,23/11/2025 ,19:00 ,560 ,€ 3.887 ,O,Tinet Prata di Pordenone ,Prata,3,0,8,7,16,15,21,20,25,21,8,1,16,5,21,9,25,13,8,7,16,12,21,17,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,26,21,73,7,7,43,6,0.42,0.28,77,3,4,40,0.52,-,7,,,,,
2025/2026,A2,Regular_Season,1st,6,542,23/11/2025 ,18:00 ,331 ,€ 353 ,C,Banca Macerata Fisiomed MC ,Macerata,3,0,8,5,16,13,21,17,25,21,8,7,16,13,21,19,29,27,8,4,16,11,21,15,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,24,27,77,10,5,61,1,0.54,0.28,105,7,6,53,0.5,-,7,,,,,
2025/2026,A2,Regular_Season,1st,6,542,23/11/2025 ,18:00 ,331 ,€ 353 ,O,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,0,3,5,8,13,16,17,21,21,25,7,8,13,16,19,21,27,29,4,8,11,16,15,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,14,-4,68,7,-,67,6,0.49,0.28,100,6,7,41,0.41,-,6,,,,,
2025/2026,A2,Regular_Season,1st,7,543,30/11/2025 ,18:00 ,682 ,€ 2.824 ,C,Prisma La Cascina Taranto ,Taranto,1,3,8,6,16,12,21,12,25,15,7,8,15,16,18,21,21,25,8,6,16,10,21,16,33,35,5,8,12,16,13,21,16,25,-,-,-,-,-,-,-,-,67,25,1,96,18,5,76,4,0.41,0.26,119,7,13,58,0.49,-,4,,,,,
2025/2026,A2,Regular_Season,1st,7,543,30/11/2025 ,18:00 ,682 ,€ 2.824 ,O,Emma Villas Codyeco Lupi Siena ,Siena,3,1,6,8,12,16,12,21,15,25,8,7,16,15,21,18,25,21,6,8,10,16,16,21,35,33,8,5,16,12,21,13,25,16,-,-,-,-,-,-,-,-,74,28,14,98,22,4,78,5,0.47,0.27,101,5,4,57,0.56,-,13,,,,,
2025/2026,A2,Regular_Season,1st,7,544,30/11/2025 ,17:30 ,880 ,€ 1.051 ,C,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,3,2,6,8,13,16,18,21,21,25,5,8,16,12,21,17,25,17,7,8,16,15,21,19,25,21,7,8,16,14,20,21,23,25,5,1,0,0,0,0,15,10,81,37,13,109,22,9,83,5,0.43,0.18,132,10,10,61,0.46,-,11,,,,,
2025/2026,A2,Regular_Season,1st,7,544,30/11/2025 ,17:30 ,880 ,€ 1.051 ,O,Banca Macerata Fisiomed MC ,Macerata,2,3,8,6,16,13,21,18,25,21,8,5,12,16,17,21,17,25,8,7,15,16,19,21,21,25,8,7,14,16,21,20,25,23,1,5,0,0,0,0,10,15,62,23,-5,98,15,5,87,10,0.3,0.1,129,11,11,47,0.36,-,10,,,,,
2025/2026,A2,Regular_Season,1st,7,545,30/11/2025 ,16:00 ,655 ,€ 1.989 ,C,Abba Pineto ,Pineto,3,2,6,8,10,16,16,21,22,25,8,7,16,13,20,21,25,23,8,4,16,10,21,19,25,20,6,8,10,16,13,21,19,25,5,2,0,0,0,0,16,14,75,27,16,107,19,7,85,4,0.38,0.25,119,10,8,54,0.45,-,14,,,,,
2025/2026,A2,Regular_Season,1st,7,545,30/11/2025 ,16:00 ,655 ,€ 1.989 ,O,Tinet Prata di Pordenone ,Prata,2,3,8,6,16,10,21,16,25,22,7,8,13,16,21,20,23,25,4,8,10,16,19,21,20,25,8,6,16,10,21,13,25,19,2,5,0,0,0,0,14,16,76,24,7,107,22,4,88,8,0.44,0.23,124,6,14,64,0.52,-,8,,,,,
2025/2026,A2,Regular_Season,1st,7,546,30/11/2025 ,18:00 ,529 ,€ 1.901 ,C,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,3,2,8,4,16,13,21,18,25,19,8,7,16,15,20,21,21,25,8,7,13,16,21,20,25,22,5,8,12,16,16,21,21,25,5,3,0,0,0,0,15,11,81,31,17,107,11,7,87,6,0.51,0.21,132,5,17,60,0.45,-,14,,,,,
2025/2026,A2,Regular_Season,1st,7,546,30/11/2025 ,18:00 ,529 ,€ 1.901 ,O,Virtus Aversa ,Aversa,2,3,4,8,13,16,18,21,19,25,7,8,15,16,21,20,25,21,7,8,16,13,20,21,22,25,8,5,16,12,21,16,25,21,3,5,0,0,0,0,11,15,83,25,9,102,15,6,96,8,0.6,0.24,139,8,14,60,0.43,-,17,,,,,
2025/2026,A2,Regular_Season,1st,7,547,30/11/2025 ,17:30 ,284 ,€ 520 ,C,Campi Reali Cantù ,Cantù,3,2,4,8,8,16,17,21,34,32,8,7,15,16,19,21,24,26,8,6,16,11,21,17,25,21,5,8,14,16,16,21,21,25,5,2,0,0,0,0,15,13,86,30,11,118,23,5,97,5,0.43,0.15,141,10,11,71,0.5,-,10,,,,,
2025/2026,A2,Regular_Season,1st,7,547,30/11/2025 ,17:30 ,284 ,€ 520 ,O,Essence Hotels Fano ,Fano,2,3,8,4,16,8,21,17,32,34,7,8,16,15,21,19,26,24,6,8,11,16,17,21,21,25,8,5,16,14,21,16,25,21,2,5,0,0,0,0,13,15,81,26,-1,118,21,4,95,5,0.56,0.26,148,12,10,66,0.45,-,11,,,,,
2025/2026,A2,Regular_Season,1st,7,548,29/11/2025 ,18:30 ,556 ,€ 2.990 ,C,Romeo Sorrento ,Massa Lubrense,1,3,8,5,16,15,19,21,21,25,7,8,12,16,18,21,27,25,8,6,12,16,15,21,18,25,8,6,9,16,17,21,18,25,-,-,-,-,-,-,-,-,60,18,7,85,11,3,83,5,0.47,0.29,128,6,12,48,0.38,-,9,,,,,
2025/2026,A2,Regular_Season,1st,7,548,29/11/2025 ,18:30 ,556 ,€ 2.990 ,O,Consar Ravenna ,Ravenna,3,1,5,8,15,16,21,19,25,21,8,7,16,12,21,18,25,27,6,8,16,12,21,15,25,18,6,8,16,9,21,17,25,18,-,-,-,-,-,-,-,-,80,34,22,99,16,5,74,3,0.55,0.32,119,8,9,63,0.53,-,12,,,,,
2025/2026,A2,Regular_Season,1st,7,549,30/11/2025 ,19:00 ,667 ,€ 2.047 ,C,Rinascita Lagonegro ,Lagonegro,2,3,6,8,16,14,21,18,25,20,4,8,14,16,17,21,21,25,4,8,15,16,20,21,23,25,8,7,16,13,21,17,25,21,2,5,0,0,0,0,10,15,71,25,10,104,16,1,85,6,0.49,0.18,114,7,13,54,0.47,-,16,,,,,
2025/2026,A2,Regular_Season,1st,7,549,30/11/2025 ,19:00 ,667 ,€ 2.047 ,O,Sviluppo Sud Catania ,Acicastello,3,2,8,6,14,16,18,21,20,25,8,4,16,14,21,17,25,21,8,4,16,15,21,20,25,23,7,8,13,16,17,21,21,25,5,2,0,0,0,0,15,10,83,28,14,106,21,5,88,1,0.58,0.27,131,12,16,65,0.5,-,13,,,,,
2025/2026,A2,Regular_Season,1st,8,550,3/12/2025 ,20:00 ,701 ,€ 3.967 ,C,Tinet Prata di Pordenone ,Prata,3,1,7,8,16,14,21,18,25,22,6,8,14,16,21,20,25,23,5,8,10,16,14,21,19,25,8,6,16,14,21,18,25,21,-,-,-,-,-,-,-,-,66,22,6,93,15,8,78,2,0.74,0.42,107,8,7,50,0.47,-,8,,,,,
2025/2026,A2,Regular_Season,1st,8,550,3/12/2025 ,20:00 ,701 ,€ 3.967 ,O,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,1,3,8,7,14,16,18,21,22,25,8,6,16,14,20,21,23,25,8,5,16,10,21,14,25,19,6,8,14,16,18,21,21,25,-,-,-,-,-,-,-,-,67,23,6,92,14,2,78,8,0.47,0.36,110,14,8,58,0.53,-,7,,,,,
2025/2026,A2,Regular_Season,1st,8,551,3/12/2025 ,20:00 ,1.079 ,€ 5.289 ,C,Consar Ravenna ,Ravenna,3,1,4,8,12,16,17,21,26,24,8,1,16,9,21,13,25,14,3,8,12,16,14,21,20,25,4,8,13,16,19,21,26,24,-,-,-,-,-,-,-,-,70,29,9,96,14,6,72,5,0.43,0.21,101,11,9,54,0.53,-,10,,,,,
2025/2026,A2,Regular_Season,1st,8,551,3/12/2025 ,20:00 ,1.079 ,€ 5.289 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,1,3,8,4,16,12,21,17,24,26,1,8,9,16,13,21,14,25,8,3,16,12,21,14,25,20,8,4,16,13,21,19,24,26,-,-,-,-,-,-,-,-,62,22,1,88,16,5,82,7,0.41,0.21,105,5,10,48,0.46,-,9,,,,,
2025/2026,A2,Regular_Season,1st,8,552,3/12/2025 ,20:30 ,625 ,€ 1.226 ,C,Virtus Aversa ,Aversa,3,1,6,8,16,15,21,19,28,26,6,8,12,16,16,21,22,25,8,5,16,12,21,18,25,23,8,5,16,12,21,15,25,17,-,-,-,-,-,-,-,-,74,25,14,99,20,3,81,5,0.6,0.31,129,6,13,62,0.48,-,9,,,,,
2025/2026,A2,Regular_Season,1st,8,552,3/12/2025 ,20:30 ,625 ,€ 1.226 ,O,Romeo Sorrento ,Massa Lubrense,1,3,8,6,15,16,19,21,26,28,8,6,16,12,21,16,25,22,5,8,12,16,18,21,23,25,5,8,12,16,15,21,17,25,-,-,-,-,-,-,-,-,64,22,10,92,11,4,79,6,0.49,0.16,104,9,9,47,0.45,-,13,,,,,
2025/2026,A2,Regular_Season,1st,8,553,3/12/2025 ,20:30 ,492 ,€ 3.323 ,C,Essence Hotels Fano ,Fano,3,1,8,5,16,12,21,16,25,19,2,8,13,16,16,21,20,25,7,8,16,14,21,18,25,21,8,4,16,8,21,12,25,16,-,-,-,-,-,-,-,-,73,32,29,94,12,3,70,6,0.54,0.2,111,6,3,56,0.5,-,14,,,,,
2025/2026,A2,Regular_Season,1st,8,553,3/12/2025 ,20:30 ,492 ,€ 3.323 ,O,Abba Pineto ,Pineto,1,3,5,8,12,16,16,21,19,25,8,2,16,13,21,16,25,20,8,7,14,16,18,21,21,25,4,8,8,16,12,21,16,25,-,-,-,-,-,-,-,-,59,21,-5,81,11,5,82,6,0.5,0.22,127,10,14,51,0.4,-,3,,,,,
2025/2026,A2,Regular_Season,1st,8,554,3/12/2025 ,20:30 ,335 ,€ 308 ,C,Banca Macerata Fisiomed MC ,Macerata,3,2,8,5,16,15,21,20,28,26,5,8,10,16,17,21,19,25,8,4,16,11,21,18,25,22,5,8,11,16,16,21,22,25,5,0,0,0,0,0,15,13,73,22,5,109,22,4,87,2,0.51,0.23,139,8,13,62,0.45,-,7,,,,,
2025/2026,A2,Regular_Season,1st,8,554,3/12/2025 ,20:30 ,335 ,€ 308 ,O,Emma Villas Codyeco Lupi Siena ,Siena,2,3,5,8,15,16,20,21,26,28,8,5,16,10,21,17,25,19,4,8,11,16,18,21,22,25,8,5,16,11,21,16,25,22,0,5,0,0,0,0,13,15,78,25,9,111,24,2,87,6,0.54,0.28,116,9,7,63,0.54,-,13,,,,,
2025/2026,A2,Regular_Season,1st,8,555,3/12/2025 ,20:30 ,325 ,€ 495 ,C,Campi Reali Cantù ,Cantù,1,3,8,5,15,16,20,21,23,25,8,7,16,13,21,18,25,23,5,8,12,16,17,21,21,25,7,8,13,16,19,21,22,25,-,-,-,-,-,-,-,-,61,22,1,92,19,3,78,6,0.41,0.18,122,11,12,48,0.39,-,10,,,,,
2025/2026,A2,Regular_Season,1st,8,555,3/12/2025 ,20:30 ,325 ,€ 495 ,O,Sviluppo Sud Catania ,Acicastello,3,1,5,8,16,15,21,20,25,23,7,8,13,16,18,21,23,25,8,5,16,12,21,17,25,21,8,7,16,13,21,19,25,22,-,-,-,-,-,-,-,-,67,26,12,97,19,6,73,4,0.38,0.18,107,5,10,49,0.46,-,12,,,,,
2025/2026,A2,Regular_Season,1st,8,556,3/12/2025 ,19:00 ,603 ,€ 1.462 ,C,Rinascita Lagonegro ,Lagonegro,3,0,8,7,16,13,21,19,25,21,7,8,16,14,20,21,25,23,8,5,16,10,21,14,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,22,10,74,9,3,50,3,0.66,0.32,78,4,7,41,0.53,-,10,,,,,
2025/2026,A2,Regular_Season,1st,8,556,3/12/2025 ,19:00 ,603 ,€ 1.462 ,O,Prisma La Cascina Taranto ,Taranto,0,3,7,8,13,16,19,21,21,25,8,7,14,16,21,20,23,25,5,8,10,16,14,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,11,-5,61,11,3,65,4,0.65,0.34,85,9,10,36,0.42,-,7,,,,,
2025/2026,A2,Regular_Season,1st,9,557,7/12/2025 ,18:00 ,639 ,€ 2.476 ,C,Prisma La Cascina Taranto ,Taranto,3,1,6,8,16,14,21,18,25,22,8,5,16,13,21,17,25,22,4,8,11,16,19,21,22,25,8,6,16,14,21,18,25,23,-,-,-,-,-,-,-,-,75,27,14,96,13,4,77,8,0.53,0.29,107,5,9,57,0.53,-,14,,,,,
2025/2026,A2,Regular_Season,1st,9,557,7/12/2025 ,18:00 ,639 ,€ 2.476 ,O,Banca Macerata Fisiomed MC ,Macerata,1,3,8,6,14,16,18,21,22,25,5,8,13,16,17,21,22,25,8,4,16,11,21,19,25,22,6,8,14,16,18,21,23,25,-,-,-,-,-,-,-,-,74,24,13,93,16,8,83,4,0.47,0.25,109,6,14,57,0.52,-,9,,,,,
2025/2026,A2,Regular_Season,1st,9,558,7/12/2025 ,16:00 ,925 ,€ 1.012 ,C,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,2,3,8,6,16,13,21,16,25,21,5,8,16,15,21,16,25,19,8,5,11,16,14,21,18,25,8,5,13,16,17,21,22,25,2,5,0,0,0,0,8,15,76,29,21,98,14,14,91,6,0.4,0.21,118,9,13,55,0.47,-,7,,,,,
2025/2026,A2,Regular_Season,1st,9,558,7/12/2025 ,16:00 ,925 ,€ 1.012 ,O,Virtus Aversa ,Aversa,3,2,6,8,13,16,16,21,21,25,8,5,15,16,16,21,19,25,5,8,16,11,21,14,25,18,5,8,16,13,21,17,25,22,5,2,0,0,0,0,15,8,81,34,14,105,14,6,84,16,0.3,0.15,123,8,7,62,0.5,-,13,,,,,
2025/2026,A2,Regular_Season,1st,9,559,7/12/2025 ,16:00 ,569 ,€ 1.383 ,C,Emma Villas Codyeco Lupi Siena ,Siena,0,3,6,8,15,16,21,20,23,25,5,8,11,16,14,21,17,25,3,8,11,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,14,-7,62,11,4,64,4,0.42,0.17,91,8,12,34,0.37,-,8,,,,,
2025/2026,A2,Regular_Season,1st,9,559,7/12/2025 ,16:00 ,569 ,€ 1.383 ,O,Consar Ravenna ,Ravenna,3,0,8,6,16,15,20,21,25,23,8,5,16,11,21,14,25,17,8,3,16,11,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,25,13,74,10,4,51,4,0.41,0.18,90,4,8,40,0.44,-,12,,,,,
2025/2026,A2,Regular_Season,1st,9,560,7/12/2025 ,18:00 ,335 ,€ 784 ,C,Sviluppo Sud Catania ,Acicastello,0,3,7,8,11,16,16,21,21,25,8,5,16,13,19,21,22,25,6,8,15,16,19,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,13,4,65,16,4,63,4,0.6,0.11,80,7,4,38,0.48,-,3,,,,,
2025/2026,A2,Regular_Season,1st,9,560,7/12/2025 ,18:00 ,335 ,€ 784 ,O,Tinet Prata di Pordenone ,Prata,3,0,8,7,16,11,21,16,25,21,5,8,13,16,21,19,25,22,8,6,16,15,21,19,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,20,15,74,11,3,49,5,0.55,0.08,81,7,3,43,0.53,-,4,,,,,
2025/2026,A2,Regular_Season,1st,9,561,7/12/2025 ,18:00 ,700 ,€ 2.455 ,C,Abba Pineto ,Pineto,3,0,7,8,16,13,21,20,25,21,8,5,16,13,21,15,25,19,8,4,16,9,21,12,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,24,15,73,14,6,48,4,0.65,0.4,76,6,3,41,0.54,-,8,,,,,
2025/2026,A2,Regular_Season,1st,9,561,7/12/2025 ,18:00 ,700 ,€ 2.455 ,O,Rinascita Lagonegro ,Lagonegro,0,3,8,7,13,16,20,21,21,25,5,8,13,16,15,21,19,25,4,8,9,16,12,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,9,-13,58,10,3,59,6,0.56,0.29,84,8,8,27,0.32,-,3,,,,,
2025/2026,A2,Regular_Season,1st,9,562,7/12/2025 ,16:00 ,518 ,€ 1.951 ,C,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,1,3,8,6,11,16,12,21,14,25,8,7,16,11,21,15,25,18,6,8,9,16,19,21,22,25,8,7,13,16,17,21,24,26,-,-,-,-,-,-,-,-,57,17,-1,87,17,4,78,7,0.45,0.22,106,8,15,44,0.42,-,9,,,,,
2025/2026,A2,Regular_Season,1st,9,562,7/12/2025 ,16:00 ,518 ,€ 1.951 ,O,Essence Hotels Fano ,Fano,3,1,6,8,16,11,21,12,25,14,7,8,11,16,15,21,18,25,8,6,16,9,21,19,25,22,7,8,16,13,21,17,26,24,-,-,-,-,-,-,-,-,69,26,22,92,14,6,70,4,0.61,0.27,110,8,9,48,0.44,-,15,,,,,
2025/2026,A2,Regular_Season,1st,9,563,7/12/2025 ,18:00 ,434 ,€ 2.020 ,C,Romeo Sorrento ,Massa Lubrense,3,1,8,6,14,16,21,19,33,31,8,6,14,16,20,21,27,25,5,8,11,16,13,21,23,25,8,3,16,9,21,11,25,12,-,-,-,-,-,-,-,-,82,29,24,107,21,9,78,2,0.65,0.44,115,3,11,65,0.57,-,8,,,,,
2025/2026,A2,Regular_Season,1st,9,563,7/12/2025 ,18:00 ,434 ,€ 2.020 ,O,Campi Reali Cantù ,Cantù,1,3,6,8,16,14,19,21,31,33,6,8,16,14,21,20,25,27,8,5,16,11,21,13,25,23,3,8,9,16,11,21,12,25,-,-,-,-,-,-,-,-,63,21,-1,94,16,2,86,9,0.44,0.19,94,8,8,50,0.53,-,11,,,,,
2025/2026,A2,Regular_Season,1st,10,564,14/12/2025 ,16:00 ,790 ,€ 4.748 ,C,Tinet Prata di Pordenone ,Prata,3,0,5,8,16,13,21,15,25,19,8,7,16,14,21,18,25,21,8,7,16,12,21,16,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,22,7,72,18,8,43,3,0.49,0.23,68,4,6,36,0.53,-,3,,,,,
2025/2026,A2,Regular_Season,1st,10,564,14/12/2025 ,16:00 ,790 ,€ 4.748 ,O,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,0,3,8,5,13,16,15,21,19,25,7,8,14,16,18,21,21,25,7,8,12,16,16,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,13,-16,62,19,3,54,8,0.33,0.06,61,6,3,28,0.46,-,6,,,,,
2025/2026,A2,Regular_Season,1st,10,565,14/12/2025 ,18:00 ,1.138 ,€ 6.732 ,C,Consar Ravenna ,Ravenna,3,0,8,6,16,10,21,13,25,16,8,5,16,10,21,14,25,19,8,7,16,10,21,16,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,27,20,74,14,9,45,2,0.49,0.18,72,7,5,38,0.53,-,8,,,,,
2025/2026,A2,Regular_Season,1st,10,565,14/12/2025 ,18:00 ,1.138 ,€ 6.732 ,O,Sviluppo Sud Catania ,Acicastello,0,3,6,8,10,16,13,21,16,25,5,8,10,16,14,21,19,25,7,8,10,16,16,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,9,-20,55,10,2,60,10,0.42,0.12,71,9,8,25,0.35,-,5,,,,,
2025/2026,A2,Regular_Season,1st,10,566,14/12/2025 ,18:00 ,478 ,€ 773 ,C,Virtus Aversa ,Aversa,3,0,8,7,16,15,21,18,25,21,8,5,16,11,21,14,25,17,8,5,16,11,21,14,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,24,11,73,9,2,43,2,0.6,0.37,83,6,6,48,0.58,-,6,,,,,
2025/2026,A2,Regular_Season,1st,10,566,14/12/2025 ,18:00 ,478 ,€ 773 ,O,Banca Macerata Fisiomed MC ,Macerata,0,3,7,8,15,16,18,21,21,25,5,8,11,16,14,21,17,25,5,8,11,16,14,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,7,-9,58,15,2,64,3,0.36,0.2,76,4,6,33,0.43,-,6,,,,,
2025/2026,A2,Regular_Season,1st,10,567,14/12/2025 ,18:00 ,550 ,€ 4.180 ,C,Essence Hotels Fano ,Fano,0,3,8,7,14,16,18,21,21,25,6,8,15,16,18,21,19,25,6,8,11,16,17,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,10,-12,62,16,2,60,7,0.52,0.22,74,4,13,33,0.45,-,7,,,,,
2025/2026,A2,Regular_Season,1st,10,567,14/12/2025 ,18:00 ,550 ,€ 4.180 ,O,Romeo Sorrento ,Massa Lubrense,3,0,7,8,16,14,21,18,25,21,8,6,16,15,21,18,25,19,8,6,16,11,21,17,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,25,17,73,13,6,46,3,0.43,0.2,63,3,7,35,0.56,-,13,,,,,
2025/2026,A2,Regular_Season,1st,10,568,14/12/2025 ,19:00 ,438 ,€ 1.359 ,C,Alva Inox 2 Emme Service Porto Viro ,Porto Viro,3,0,8,7,15,16,21,20,26,24,8,4,16,13,21,17,25,22,7,8,16,13,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,19,22,75,8,5,53,4,0.47,0.15,64,5,5,38,0.59,-,10,,,,,
2025/2026,A2,Regular_Season,1st,10,568,14/12/2025 ,19:00 ,438 ,€ 1.359 ,O,Prisma La Cascina Taranto ,Taranto,0,3,7,8,16,15,20,21,24,26,4,8,13,16,17,21,22,25,8,7,13,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,13,-1,68,15,4,67,6,0.61,0.25,80,8,10,44,0.55,-,5,,,,,
2025/2026,A2,Regular_Season,1st,10,569,13/12/2025 ,17:30 ,278 ,€ 440 ,C,Campi Reali Cantù ,Cantù,1,3,2,8,11,16,16,21,19,25,8,5,16,8,21,18,25,23,8,7,12,16,15,21,17,25,5,8,9,16,13,21,17,25,-,-,-,-,-,-,-,-,53,19,-15,79,11,2,86,7,0.49,0.27,120,10,12,41,0.34,-,10,,,,,
2025/2026,A2,Regular_Season,1st,10,569,13/12/2025 ,17:30 ,278 ,€ 440 ,O,Abba Pineto ,Pineto,3,1,8,2,16,11,21,16,25,19,5,8,8,16,18,21,23,25,7,8,16,12,21,15,25,17,8,5,16,9,21,13,25,17,-,-,-,-,-,-,-,-,77,37,22,97,11,7,68,2,0.46,0.26,131,13,10,58,0.44,-,12,,,,,
2025/2026,A2,Regular_Season,1st,10,570,14/12/2025 ,18:00 ,628 ,€ 1.687 ,C,Rinascita Lagonegro ,Lagonegro,3,1,6,8,11,16,18,21,20,25,8,7,14,16,20,21,25,23,8,7,16,11,21,13,25,16,8,4,16,10,21,12,25,17,-,-,-,-,-,-,-,-,62,30,8,94,6,4,64,6,0.5,0.31,98,5,10,44,0.45,-,14,,,,,
2025/2026,A2,Regular_Season,1st,10,570,14/12/2025 ,18:00 ,628 ,€ 1.687 ,O,Emma Villas Codyeco Lupi Siena ,Siena,1,3,8,6,16,11,21,18,25,20,7,8,16,14,21,20,23,25,7,8,11,16,13,21,16,25,4,8,10,16,12,21,17,25,-,-,-,-,-,-,-,-,69,25,-3,82,18,6,88,5,0.52,0.19,118,14,14,53,0.45,-,10,,,,,
2025/2026,A2,Regular_Season,1st,11,571,21/12/2025 ,17:30 ,1.039 ,€ 7.340 ,C,Tinet Prata di Pordenone ,Prata,3,0,8,5,16,13,21,17,25,21,8,4,16,7,21,8,25,12,7,8,16,14,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,23,15,73,12,10,40,1,0.55,0.33,65,4,3,34,0.52,-,4,,,,,
2025/2026,A2,Regular_Season,1st,11,571,21/12/2025 ,17:30 ,1.039 ,€ 7.340 ,O,Consar Ravenna ,Ravenna,0,3,5,8,13,16,17,21,21,25,4,8,7,16,8,21,12,25,8,7,14,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,12,-15,56,16,1,61,12,0.36,0.26,80,10,4,31,0.39,-,3,,,,,
2025/2026,A2,Regular_Season,1st,11,572,21/12/2025 ,19:00 ,919 ,€ 860 ,C,Gruppo Consoli Sferc Brescia ,Brescia Atlantide,2,3,8,2,16,14,20,21,23,25,8,5,16,8,21,14,25,18,8,5,13,16,21,20,25,22,4,8,11,16,15,21,17,25,3,5,0,0,0,0,9,15,68,25,-7,100,17,11,83,11,0.41,0.17,113,12,12,50,0.44,-,7,,,,,
2025/2026,A2,Regular_Season,1st,11,572,21/12/2025 ,19:00 ,919 ,€ 860 ,O,Campi Reali Cantù ,Cantù,3,2,2,8,14,16,21,20,25,23,5,8,8,16,14,21,18,25,5,8,16,13,20,21,22,25,8,4,16,11,21,15,25,17,5,3,0,0,0,0,15,9,75,26,10,104,21,9,83,11,0.35,0.19,105,8,7,54,0.51,-,12,,,,,
