Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,1,Ristori Tomberli Virginia,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,12,1,0.67 ,0.50 ,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,2,Cosi Francesca,-,-,-,5,5,5,-,-,10,4,9,18,-,1,1,-,-,-,8 ,1 ,-,5,0.63 ,-,4 ,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,3,Zeni Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,4,Guerra Giada,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,5,Monza Sofia,-,C,-,3,3,3,-,-,2,1,1,15,1,1,-,-,-,-,2 ,-,-,-,-,-,1 ,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,7,Colombo Emily Cheyenne,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,8,Marconato Giulia,-,-,-,2,2,2,-,-,10,7,10,7,-,-,-,-,-,-,13 ,-,-,5,0.38 ,-,5 ,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,9,Laporta Rebecca,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,10,Pamio Alice,-,-,-,4,4,4,-,-,10,4,4,12,3,1,13,1,0.31 ,0.15 ,22 ,-,2,8,0.36 ,-,1 ,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,13,Giuliani Dominika,-,-,-,1,1,1,-,-,7,4,1,13,1,-,18,2,0.44 ,0.17 ,21 ,1 ,2,7,0.33 ,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,16,Iob Greta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,17,Andrich Erica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3259,10/12/2025 ,17:00 ,,-,O,Itas Trentino,Trentino Volley,23,Lazda Irbe,-,-,-,6,6,6,-,-,18,8,16,8,2,-,-,-,-,-,27 ,-,-,14,0.52 ,-,4 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,2,Colombino Carola,-,-,-,-,*,-,-,-,-,-,-1,-,-,-,-,-,-,-,1 ,1 ,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,3,Bassi Maria Teresa,-,-,-,3,3,3,3,3,25,4,13,15,6,-,1,-,-,-,50 ,6 ,-,21,0.42 ,-,4 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,4,Avenia Giorgia,-,-,-,6,6,6,6,6,1,1,-4,12,5,-,-,-,-,-,2 ,-,-,1,0.50 ,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,5,Sturniolo Emma,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,7,Morandini Aurora,L,-,-,*,*,*,*,*,-,-,-2,-,-,-,21,2,0.67 ,0.48 ,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,8,Gianfico Lara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,9,Joly Jessica,-,-,-,4,4,4,4,-,5,3,-3,12,3,1,28,2,0.75 ,0.46 ,22 ,1 ,2,4,0.18 ,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,10,Bulaich Simian Daniela Soledad,-,-,-,1,1,1,1,4,19,7,10,20,-,1,36,4,0.56 ,0.42 ,51 ,3 ,2,18,0.35 ,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,12,Perfetto Beatrice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,14,Roserba Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,15,Maruotti Ilaria,-,-,-,-,-,-,*,1,-,-,-2,2,-,-,3,1,0.67 ,0.33 ,4 ,-,1,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,18,Babatunde Maria Adelaide,-,-,-,5,5,5,5,5,16,9,11,20,1,3,1,-,1.00 ,1.00 ,16 ,1 ,3,8,0.50 ,-,5 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,23,Riparbelli Chiara,-,-,-,2,2,2,2,2,14,5,12,27,2,1,-,-,-,-,16 ,-,-,11,0.69 ,-,2 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,O,Club Italia,Club Italia,1,Spaziano Asia,-,-,-,6,3,3,6,1,-,-,-2,17,2,-,-,-,-,-,3 ,-,-,-,-,-,-,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,O,Club Italia,Club Italia,3,Caruso Stella,-,-,-,3,6,6,1,2,23,8,18,18,1,1,10,-,0.60 ,0.30 ,46 ,3 ,1,20,0.43 ,-,2 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,O,Club Italia,Club Italia,4,Peroni Caterina,-,-,-,-,*,1,4,5,10,7,2,9,1,-,15,1,0.40 ,0.27 ,23 ,2 ,4,9,0.39 ,-,1 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,O,Club Italia,Club Italia,6,Solovei Maria,-,-,-,*,-,-,3,4,7,3,3,3,1,-,-,-,-,-,18 ,1 ,2,6,0.33 ,-,1 ,
2025/2026,A2,Regular_Season,2nd,3,-,3256,10/12/2025 ,20:30 ,,-,O,Club Italia,Club Italia,7,Susio Martina,-,-,-,4,1,*,-,-,5,3,-10,7,2,1,21,7,0.33 ,0.29 ,17 ,4 ,2,4,0.24 ,-,-,
