Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,1 ,TROIANI Tommaso,Palleggiatore,1995,178,-,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,3 ,MARRA Davide,Libero,1984,180,CS,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,5 ,MARZOLLA Simone,Schiacciatore,1999,197,VE,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,6 ,COZZOLINO Salvatore,Schiacciatore,2003,192,NA,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,7 ,RICCI Leonardo,Centrale,2004,198,AR,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,8 ,CIOFFI Gianmarco,Libero,2000,175,PG,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,9 ,BRAGATTO Marco,Centrale,1997,196,FE,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,10 ,SKUODIS Ridas,Schiacciatore,1995,192,LTU,LTU,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,11 ,BIFFI Jacopo,Palleggiatore,2000,188,LC,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,12 ,STOPPELLI Davide,Centrale,1992,198,PG,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,13 ,WAWRZYNCZYK Stanislaw Zbigniew,Schiacciatore,1990,199,POL,POL,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,14 ,CAPPELLETTI Niccolò,Schiacciatore,1996,196,PG,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,17 ,QUARTA Augusto,Centrale,1993,200,BO,ITA,-,-
A3,2023/2024,Erm Group San Giustino,San Giustino Pallavolo,18 ,PANIZZI Lorenzo,Schiacciatore,2006,190,PG,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,-,PADURA DIAZ Williams,Schiacciatore,1986,200,CUB,ITA,dal 31/10/2023,proveniente da Abba Pineto
A3,2023/2024,Just British Bari,Bari Pallavolo,1 ,BISCI Gianluca,Libero,1983,185,TA,ITA,dal 16/12/2023,proveniente da Plus Volleyball Sabaudia
A3,2023/2024,Just British Bari,Bari Pallavolo,2 ,PASQUALI Lorenzo,Centrale,2000,198,AP,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,4 ,CENGIA Riccardo,Centrale,2001,198,VI,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,5 ,CATINELLI Dario,Palleggiatore,2002,195,RM,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,7 ,SPORTELLI Mario,Schiacciatore,2000,192,BA,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,8 ,LONGO Giuseppe,Palleggiatore,1998,188,BA,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,9 ,BRUNO Manuel,Schiacciatore,1994,181,CS,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,10 ,PISONI Alessandro,Libero,2004,186,-,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,11 ,PERSOGLIA Sandi,Centrale,1995,200,GO,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,12 ,GALLIANI Alessandro,Schiacciatore,1998,197,MB,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,13 ,WOJCIK Michal,Schiacciatore,1995,198,POL,POL,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,17 ,BARRETTA Francesco,Schiacciatore,2005,193,CE,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,28 ,MOSSA Enrico,Schiacciatore,2005,180,-,ITA,-,-
A3,2023/2024,Just British Bari,Bari Pallavolo,19 ,PIRAZZOLI Matteo,Libero,2000,188,RA,ITA,fino al 21/12/2023,trasferito a Senini Motta di Livenza
A3,2023/2024,Just British Bari,Bari Pallavolo,14 ,PAOLETTI Matteo,Schiacciatore,1982,203,AN,ITA,fino al 29/11/2023,-
A3,2023/2024,Leo Shoes Casarano,Casarano,1 ,MOSCHESE Lorenzo,Centrale,2003,200,GE,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,2 ,MARTINELLI Riccardo,Palleggiatore,2002,205,VR,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,3 ,PELUSO Christian,Centrale,1994,197,LE,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,4 ,MIRAGLIA Federico,Centrale,2005,202,-,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,5 ,CIARDO Federico Tommaso,Palleggiatore,2003,182,LE,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,6 ,LUGLI Leonardo,Schiacciatore,1998,201,MN,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,7 ,QUARTA Riccardo,Schiacciatore,2001,197,-,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,8 ,CARTA Leonardo,Libero,2003,190,SS,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,10 ,LICITRA Samuele,Schiacciatore,2003,192,AN,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,11 ,PEPE Stefano,Centrale,2003,195,VA,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,12 ,TOMMASI Federico,Schiacciatore,2005,198,-,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,13 ,BALDARI Simone,Schiacciatore,1998,194,LE,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,14 ,DE MICHELI Francesco,Libero,2007,190,LE,ITA,-,-
A3,2023/2024,Leo Shoes Casarano,Casarano,18 ,GIULIANI Ludovico,Schiacciatore,1998,182,MC,ITA,dal 01/12/2023,proveniente da OmiFer Palmi
A3,2023/2024,Leo Shoes Casarano,Casarano,20 ,COPPOLA Davide,Centrale,2005,195,LE,ITA,dal 02/01/2024,-
A3,2023/2024,Leo Shoes Casarano,Casarano,9 ,TOPUZLIEV Simeon,Schiacciatore,2000,192,BUL,BUL,fino al 01/12/2023,-
A3,2023/2024,OmiFer Palmi,Palmi,1 ,COTTARELLI Francesco,Palleggiatore,1996,196,MI,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,3 ,IOVIENO Cristian,Schiacciatore,2002,200,PG,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,4 ,GITTO Carmelo,Centrale,1987,200,ME,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,5 ,DONATI Francesco,Libero,2001,173,VR,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,6 ,AMATO Alberto,Schiacciatore,1996,185,RC,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,7 ,STABRAWA Pawel,Schiacciatore,1996,203,POL,POL,-,-
A3,2023/2024,OmiFer Palmi,Palmi,8 ,MACCARONE Graziano,Centrale,1996,200,VV,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,9 ,RUSSO Erminio,Schiacciatore,1994,195,TA,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,10 ,CORRADO Francesco,Schiacciatore,1997,196,KR,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,11 ,RAU Giancarlo,Centrale,1988,197,MO,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,14 ,PELLEGRINO Davide,Palleggiatore,1994,195,FG,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,18 ,CARBONE Peppino,Schiacciatore,1996,187,RC,ITA,-,-
A3,2023/2024,OmiFer Palmi,Palmi,2 ,GIULIANI Ludovico,Libero,1998,182,MC,ITA,fino al 22/11/2023,trasferito a Leo Shoes Casarano
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,-,MARANGON Emanuele,Centrale,-,190,-,ITA,dal 25/12/2023,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,4 ,ANDRIOLA Francesco,Centrale,2002,193,CT,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,7 ,FERENCIAC Paul,Schiacciatore,1996,196,ROM,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,8 ,MAZZA Federico,Centrale,1996,200,MI,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,10 ,CROLLA Simone,Schiacciatore,2003,192,LT,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,12 ,ONWUELO Samuel,Schiacciatore,1997,198,NGR,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,13 ,DELLA ROSA Mattia,Schiacciatore,1999,190,VT,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,15 ,RONDONI Andrea,Libero,1999,190,RM,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,16 ,SCHETTINO Stefano,Palleggiatore,1993,180,LT,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,17 ,URBANOWICZ Jakub,Schiacciatore,1993,203,POL,POL,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,18 ,DE VITO Armando,Centrale,2000,202,RM,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,45 ,CATINELLI GUGLIELMINETTI Mario,Palleggiatore,2000,190,RM,ITA,-,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,6 ,DE PAOLA Antonio,Schiacciatore,1988,192,LT,ITA,fino al 09/01/2024,-
A3,2023/2024,Plus Volleyball Sabaudia,Sabaudia Plus,1 ,BISCI Gianluca,Libero,1983,185,TA,ITA,fino al 14/12/2023,trasferito a Just British Bari
A3,2023/2024,QuantWare Napoli,NapoliTeam,1 ,QUARANTELLI Adam,Palleggiatore,1996,184,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,3 ,SACCONE Giuseppe,Centrale,1986,196,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,4 ,STARACE Simone,Schiacciatore,1999,195,SA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,5 ,LEONE Michele,Palleggiatore,1993,185,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,6 ,MONDA Simone,Libero,1999,183,AV,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,7 ,CALABRESE Vincenzo,Schiacciatore,1991,191,SA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,8 ,MALANGA Rocco,Centrale,1999,187,AV,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,9 ,CEFARIELLO Marco,Schiacciatore,1998,194,AV,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,10 ,ARDITO Francesco,Libero,1987,180,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,12 ,FRANKOWSKI Filip,Schiacciatore,1990,192,-,POL,dal 05/01/2024,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,13 ,MARTINO Giuseppe,Centrale,2003,198,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,14 ,PISCOPO Paolo,Schiacciatore,1980,180,NA,ITA,dal 15/10/2023,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,15 ,MATANO Francesco,Schiacciatore,1981,184,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,16 ,MONTÒ Vincenzo,Schiacciatore,1990,195,NA,ITA,-,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,18 ,PICCOLO Matteo,Centrale,1992,190,-,ITA,dal 31/10/2023,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,11 ,SULISTA Petr,Schiacciatore,1993,199,CZE,CZE,fino al 02/01/2024,-
A3,2023/2024,QuantWare Napoli,NapoliTeam,18 ,CANZANELLA Mario,Schiacciatore,1981,194,NA,ITA,fino al 10/10/2023,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,1 ,CALETTI Leonardo,Libero,2000,182,VA,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,2 ,FORTUNATO Nicola,Libero,1995,171,PZ,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,5 ,VASKELIS Edvinas,Schiacciatore,1996,194,LTU,LTU,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,6 ,BONGIORNO Roberto,Schiacciatore,1996,196,CH,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,7 ,MISCIONE Mirko,Centrale,1988,200,CH,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,8 ,PIAZZA Lorenzo,Palleggiatore,1992,182,PE,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,9 ,MASTRANGELO Roberto,Palleggiatore,1998,188,CE,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,10 ,MOLINARI Michael,Centrale,1998,197,MC,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,14 ,FIORETTI Andrea,Schiacciatore,2002,188,AV,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,15 ,ARMENANTE Stefano,Schiacciatore,1999,190,CS,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,16 ,NICOTRA Alberto Pio,Schiacciatore,2002,190,CT,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,18 ,PIZZICHINI Matteo,Centrale,1996,202,AN,ITA,-,-
A3,2023/2024,Rinascita Lagonegro,Lagonegro,69 ,DIETRE Samuel,Schiacciatore,2000,200,TN,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,1 ,PONTECORVO Paolo,Libero,1998,175,NA,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,2 ,VENDITTI Mariano,Schiacciatore,1994,-,NA,ITA,dal 05/01/2024,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,4 ,RICCI MACCARINI Lorenzo,Palleggiatore,2003,190,BO,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,5 ,GARGIULO Mariano,Schiacciatore,2002,182,NA,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,7 ,PILOTTO Enrico,Centrale,1998,198,PD,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,8 ,PIEDEPALUMBO Pierpaolo,Palleggiatore,1992,190,NA,ITA,dal 24/11/2023,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,9 ,DISABATO Piervito,Schiacciatore,2001,187,BA,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,10 ,DENZA Alessandro,Schiacciatore,2003,180,-,ITA,dal 13/10/2023,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,12 ,SZABO Dàvid,Schiacciatore,1990,202,HUN,HUN,dal 22/10/2023,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,13 ,PROSPERI TURRI Francesco,Schiacciatore,2001,191,FI,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,14 ,BELLUCCI Alessandro,Palleggiatore,1997,190,PU,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,15 ,GAROFOLO Fabrizio,Centrale,1998,202,RM,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,16 ,GRIMALDI Gabriele,Schiacciatore,1996,192,NA,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,17 ,GOZZO Stefano,Schiacciatore,1994,200,PD,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,19 ,CAVASIN Alberto,Schiacciatore,2001,196,VE,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,21 ,CARCAGNÌ Francesco,Schiacciatore,2004,192,LE,ITA,-,-
A3,2023/2024,Shedirpharma Sorrento,Massa Lubrense,99 ,IMPERATORE Antonio,Centrale,1999,190,NA,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,1 ,DIMITROV Hristiyan,Schiacciatore,1999,198,BUL,BUL,dal 12/12/2023,-
A3,2023/2024,Smartsystem Fano,Fano,2 ,ROBERTI Federico,Schiacciatore,2004,190,PU,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,3 ,GALDENZI Pietro,Centrale,2004,204,AN,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,4 ,MERLO Pietro,Schiacciatore,1999,200,VI,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,5 ,PARTENIO Pier Paolo,Palleggiatore,1993,195,MC,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,6 ,RAFFA Mattia,Libero,1996,184,ZAM,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,8 ,UGUCCIONI Gianluca,Schiacciatore,1995,190,PU,ITA,dal 02/10/2023,-
A3,2023/2024,Smartsystem Fano,Fano,9 ,MARGUTTI Pietro,Schiacciatore,1998,190,RA,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,10 ,FOCOSI Leonardo,Centrale,2000,205,PT,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,11 ,MAZZON Nicola,Palleggiatore,2003,205,VE,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,13 ,GORI Luca,Libero,2002,172,PU,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,18 ,MALETTO Gabriele,Centrale,1999,202,TO,ITA,-,-
A3,2023/2024,Smartsystem Fano,Fano,1 ,MICHALOVIC Peter,Schiacciatore,1990,202,SVK,SVK,dal 02/10/2023 al 11/12/2023,-
A3,2023/2024,Smartsystem Fano,Fano,14 ,RIZO GONZALEZ Alejandro,Schiacciatore,1990,198,CUB,CUB,fino al 01/10/2023,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,1 ,ALFIERI Manuel,Palleggiatore,1998,190,PE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,2 ,DALMONTE Mirco,Schiacciatore,1995,194,BO,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,3 ,VETRANO Gavino,Centrale,1991,200,NA,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,4 ,DI FILIPPO Domenico,Centrale,2007,193,CE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,5 ,PASCUCCI Giovanni,Schiacciatore,2004,190,FC,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,6 ,FAENZA Nicola,Palleggiatore,1998,183,CE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,7 ,DROBNIC Sergej,Schiacciatore,1995,193,SLO,-,dal 05/12/2023,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,8 ,BALLAN Riccardo,Centrale,1997,197,PD,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,9 ,CAI Nicolò,Centrale,2003,195,GE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,10 ,BIZZARRO Giuseppe,Libero,1993,183,CE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,12 ,CEREDA Mattia,Libero,1997,182,LC,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,13 ,FORABOSCHI Bruno,Schiacciatore,2006,193,CE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,14 ,LEONE Alfonso Maria,Schiacciatore,2000,197,CE,ITA,-,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,17 ,SETTEMBRE Giuseppe,Schiacciatore,1993,187,NA,ITA,dal 04/12/2023,-
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,21 ,PRINCI Ismael,Schiacciatore,2000,198,GO,ITA,dal 15/12/2023,proveniente da BCC Tecbus Castellana Grotte
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,16 ,COMPAGNONI Federico,Schiacciatore,2003,205,MN,ITA,fino al 15/12/2023,trasferito a BCC Tecbus Castellana Grotte
A3,2023/2024,Tim Montaggi Marcianise,Marcianise,7 ,GALLO Tomas,Schiacciatore,1998,190,ARG,ARG,fino al 05/12/2023,-
